Unnamed: 0,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_ident,AcidoCitrico_raiz4,Azucar_ident,CloruroSodico_ident,Densidad_cuarta,pH_ident,Sulfatos_cuarta,Alcohol_sqr,CalifProductor_ident,PrecioBotella_log,aleatorio_cuarta,aleatorio2_log,Compra
3154,0.36,-0.06,-39.1,0.021,0.96509,5.26,0.61,16.8,2,4.76,R,**,1,7.692307692,0.324024333,0.422361613,3.130763869,1.272735392,1.755737402,3.009230606,14.7993778,6.188384488,99.51494617,22.98450719,1.519975853,0.932309518,1.58355679,0.378003993,1
3155,0.45,-1.2,2.6,-0.428,0.91473,3.37,0.91,3.2,4,1.36,B,Desc,2,0.0,0.391003222,0.982164288,3.247676628,1.061672102,3.002927857,1.577980985,1e-16,3.335736273,146.9680094,0.834052878,3.039851705,-1.413388982,3.357615937,1.221897781,0
3156,0.14,1.37,-24.0,0.608,0.9925,3.35,0.3,10.0,1,3.87,R,****,1,0.0,0.023420968,0.014290863,2.844977126,1.441829055,2.207357927,4.88037432,84.16233005,3.305549519,63.62525033,8.143834753,0.760037926,0.662214797,4.33e-05,-3.008089464,1
3157,1.48,0.69,6.85,0.16,0.9786,3.1,0.34,4.4,3,1.43,M,Desc,3,7.692307692,0.885796514,0.261110098,4.585678199,1.369184368,3.130039594,3.452312337,38.28860126,2.928215099,67.60050812,1.576787044,2.279913779,-1.235774712,88.43193791,-0.102912504,1
3158,0.7,-1.07,5.3,0.026,0.99987,3.21,-0.4,8.9,1,1.08,B,**,2,16.66666667,0.621226071,0.359618693,3.572434291,1.092543775,3.083681196,3.025168798,120.8923927,3.094242244,18.35065957,6.450787384,0.760037926,-2.916028961,21.39361713,0.217187331,1
3159,1.51,1.33,1.7,0.347,0.98984,3.97,0.45,10.1,1,4.22,M,*,1,7.692307692,0.579382672,0.372095456,4.624649118,1.43785165,2.976010077,4.04840071,73.22551483,4.241338881,79.49504952,8.307520067,0.760037926,0.777278521,16.18640843,0.251293266,1
3160,0.35,0.24,2.0,0.128,0.99576,3.13,0.88,7.7,3,2.26,R,*,2,0.0,0.302930241,0.75671502,3.117773563,1.313886918,2.984982671,3.35030791,99.18600607,2.973495229,141.5836498,4.828580705,2.279913779,-0.160919618,1.209759777,0.961126575,1
3161,0.14,0.33,-35.2,0.481,0.9966,3.25,0.03,11.9,2,1.72,B,**,1,0.0,0.605364528,0.483313927,2.844977126,1.325509269,1.872381114,4.475544249,103.3631281,3.154615751,41.18156576,11.53235535,1.519975853,-0.720447315,19.29098823,0.512807883,1
3162,0.72,-0.45,27.0,0.616,0.995,3.28,1.99,14.9,2,6.03,M,*,2,7.692307692,0.764316034,0.856444469,3.598414904,1.212435897,3.73269877,4.905875427,95.51698826,3.199895881,465.9177982,18.07971084,1.519975853,1.223300605,49.01959603,1.084928996,1
3163,-0.82,0.37,2.0,0.598,0.9905,3.28,1.26,6.4,3,2.68,R,**,3,7.692307692,0.457933628,0.479619516,1.597907701,1.330578067,2.984982671,4.848497936,75.83331086,3.199895881,221.7889737,3.335846217,2.279913779,0.126733089,6.316991543,0.505134638,1
3164,-0.91,0.09,2.3,0.056,0.9609,3.63,-0.18,13.0,1,1.96,B,Desc,1,0.0,0.835577337,0.929068213,1.480994942,1.293801917,2.993955264,3.120797949,10.45557947,3.728164069,28.31999866,13.76285814,0.760037926,-0.432816628,70.0199205,1.166321478,1
3165,-0.02,1.24,-57.8,0.05,0.99248,3.13,-0.04,9.4,5,2.4,R,***,2,0.0,0.693229264,0.68142866,2.637132222,1.428779792,1.19644576,3.101672118,84.07579067,2.973495229,36.48991898,7.195924578,3.799789632,-0.055570848,33.17331067,0.856331737,1
3166,0.27,0.95,3.1,-0.114,1.02073,2.43,0.46,10.0,2,3.28,M,Desc,2,7.692307692,0.407536543,0.604121316,3.013851111,1.398307615,3.017882179,2.578899428,290.4541199,1.916958853,80.64918489,8.143834753,1.519975853,0.432091555,3.962536347,0.735915615,1
3167,1.45,-1.06,2.1,0.083,0.98529,3.44,0.52,2.8,3,1.42,R,Desc,2,0.0,0.978858679,0.351962159,4.546707279,1.09481267,2.987973535,3.206864184,57.03080526,3.44138991,87.84012279,0.638591713,2.279913779,-1.259297016,131.8713717,0.195666846,0
3168,-1.58,-0.47,-97.8,0.043,0.95181,2.72,0.84,10.5,3,1.08,R,Desc,2,7.692307692,0.536038048,0.658141358,0.610644406,1.20909137,0.0001,3.07935865,4.350019396,2.354666781,134.6362969,8.978547851,2.279913779,-2.916028961,11.85972205,0.821560024,1
3169,0.28,1.9,9.1,0.799,0.9948,3.44,0.54,11.1,3,2.44,M,**,2,0.0,0.864938049,0.106603338,3.026841417,1.491667823,3.197334043,5.489213246,94.56861339,3.44138991,90.34067054,10.03394911,2.279913779,-0.027402908,80.39221175,-0.99872768,1
3170,0.34,0.25,37.9,0.042,0.9964,3.02,1.42,11.4,1,1.33,MM,**,3,0.0,0.394099797,0.169860604,3.104783256,1.315193576,4.05870299,3.076171012,102.3568326,2.807468085,264.1753721,10.58363655,0.760037926,-1.500362997,3.465245472,-0.532872024,1
3171,0.18,1.77,4.6,0.361,1.03624,3.21,0.87,11.3,1,2.37,B,***,3,0.0,0.321752722,0.942066924,2.896938352,1.479903917,3.062745145,4.093027647,501.5298567,3.094242244,139.8221837,10.39877875,0.760037926,-0.07723003,1.539616703,1.1802156,1
3172,0.67,1.32,-1.7,0.237,1.02215,2.56,1.21,4.3,7,1.7,R,**,1,0.0,0.629394705,0.955262908,3.533463371,1.436852124,2.874320688,3.697760491,306.3332341,2.113172752,209.656004,1.505934939,5.319665484,-0.74861232,22.54121561,1.194125849,1
3173,0.26,0.18,-16.7,0.057,1.00938,3.1,0.91,13.7,3,6.3,M,**,1,0.0,0.437854483,0.563311705,3.000860804,1.305963889,2.425691028,3.123985587,184.6467208,2.928215099,146.9680094,15.28487414,2.279913779,1.275585943,5.279853879,0.66597397,1
3174,0.2,0.37,80.0,0.319,1.00368,3.88,0.61,10.2,3,4.8,B,*,1,0.0,0.181334352,0.078985123,2.922918965,1.330578067,5.317856902,3.959146836,144.0276768,4.105498489,99.51494617,8.472834034,2.279913779,0.942891213,0.155347888,-1.298575798,1
3175,0.26,0.49,48.9,0.02,0.99239,3.25,0.75,11.3,2,6.29,B,****,2,0.0,0.917290685,0.926012318,3.000860804,1.345446702,4.387698074,3.006042968,83.68718907,3.154615751,119.9413202,10.39877875,1.519975853,1.273697421,101.6951453,1.16302686,1
3176,0.24,0.49,5.8,0.578,0.94423,3.91,1.55,17.0,2,5.71,R,**,3,7.692307692,0.725060912,0.025035104,2.974880191,1.345446702,3.098635518,4.784745169,1.742814895,4.15077862,302.8644726,23.53500325,1.519975853,1.157570529,39.69882223,-2.44749659,1
3177,0.4,-0.95,-80.1,0.066,1.01648,3.12,-0.46,9.1,3,2.04,R,***,3,0.0,0.30834121,0.392851841,3.182725095,1.118887251,0.529482999,3.152674332,246.6002481,2.958401853,16.16222871,6.743956304,2.279913779,-0.352785779,1.29853431,0.305575077,1
3178,0.5,0.28,1.5,-0.004,1.03621,3.23,0.42,10.1,2,1.69,R,***,3,7.692307692,0.757414901,0.149910944,3.31262816,1.319090359,2.970028349,2.929539647,501.0347532,3.124428997,76.10687611,8.307520067,1.519975853,-0.762997994,47.2730399,-0.65780702,1
3179,1.43,0.24,17.8,0.047,0.98833,3.1,0.77,10.2,2,1.0,R,***,1,0.0,0.604108209,0.849240875,4.520726666,1.313886918,3.457539246,3.092109203,67.5124489,2.928215099,123.0974059,8.472834034,1.519975853,-9.210340372,19.13135079,1.076482399,1
3180,0.31,-0.97,13.3,0.367,0.9982,3.01,0.47,12.2,3,1.55,M,**,3,0.0,0.379577195,0.761030793,3.065812337,1.114625019,3.322950348,4.112153477,111.6830053,2.792374708,81.81584196,12.12113046,2.279913779,-0.989716722,2.982030523,0.966813656,1
3181,0.94,-0.23,-4.0,-0.178,1.00289,3.22,0.68,9.3,7,1.27,R,Desc,1,0.0,0.188928052,0.37041047,3.884201647,1.247521214,2.805530807,2.374890574,138.9789164,3.109335621,109.3708448,7.043639834,5.319665484,-1.700934068,0.18304807,0.246754639,0
3182,-1.02,1.87,-8.35,0.057,0.9538,3.14,1.99,8.6,3,1.55,M,*,1,0.0,0.527296014,0.02929465,1.338101571,1.488977753,2.675428205,3.123985587,5.361666656,2.988588606,465.9177982,6.023248902,2.279913779,-0.989716722,11.10480108,-2.290383379,1
3183,0.53,0.02,0.9,0.035,1.01944,3.24,0.35,11.0,2,1.23,MB,**,2,0.0,0.969021145,0.973983742,3.35159908,1.284099801,2.952083162,3.053857543,276.5713801,3.139522374,68.62276806,9.853977269,1.519975853,-1.861181435,126.6495995,1.213533818,1
3184,0.59,0.39,52.1,0.063,0.96568,3.38,2.2,12.6,2,2.05,MB,**,3,0.0,0.168218082,0.813125922,3.429540919,1.333090894,4.483405735,3.143111417,15.50516167,3.350829649,563.5756523,12.92896508,1.519975853,-0.343217683,0.115050015,1.033025635,1
3185,0.86,0.51,3.15,-0.409,1.04315,3.43,0.47,8.9,3,1.5,R,*,2,0.0,0.855709359,0.623236364,3.780279195,1.347877436,3.019377611,1.638546114,625.7161953,3.426296533,81.81584196,6.450787384,2.279913779,-1.084999998,77.01572593,0.767066316,1
3186,0.42,0.17,2.0,0.621,0.962,3.29,0.03,12.0,4,1.42,M,Desc,1,7.692307692,0.30053182,0.216169585,3.208705708,1.304629274,2.984982671,4.921813619,11.48811489,3.214989258,41.18156576,11.72698507,3.039851705,-1.259297016,1.171901567,-0.291789698,0
3187,1.04,0.08,-66.6,0.018,0.95224,3.91,0.57,11.0,3,4.07,R,Desc,3,0.0,0.179343157,0.5874965,4.014104712,1.29242923,0.933249693,2.999667691,4.555322923,4.15077862,94.1911205,9.853977269,2.279913779,0.729576969,0.148636618,0.708010974,0
3188,1.52,1.98,-70.0,0.462,0.9968,3.2,-0.18,7.4,4,2.37,R,Desc,2,7.692307692,0.251187793,0.333875244,4.637639425,1.498771061,0.831560303,4.41497912,104.3768253,3.079148867,28.31999866,4.459673724,3.039851705,-0.07723003,0.571926298,0.142910919,0
3189,0.785,0.49,7.7,0.049,0.996,3.05,-0.99,9.3,2,5.84,M,*,2,0.0,0.119076132,0.22297132,3.682851896,1.345446702,3.155461941,3.09848448,100.3663022,2.852748215,4.225621178,7.043639834,1.519975853,1.184796497,0.028890652,-0.260810068,1
3190,0.63,-0.17,1.9,0.122,0.99675,3.37,0.04,9.0,3,2.02,M,*,2,0.0,0.531938072,0.534078257,3.481502145,1.256594322,2.981991806,3.33118208,104.1227051,3.335736273,41.88698749,6.596557518,2.279913779,-0.372201075,11.50102925,0.612683436,0
3191,-0.58,0.0,-33.1,0.048,0.97429,3.19,0.43,4.0,2,3.91,R,**,3,0.0,0.016610233,0.100033825,1.909675057,1.281286964,1.935189266,3.095296842,28.95380509,3.06405549,77.22398457,1.303150544,1.519975853,0.67605514,1.1e-05,-1.06233277,1
3192,0.36,0.57,-21.6,-0.731,1.01778,3.16,-1.31,9.1,2,2.86,B,Desc,2,0.0,0.700263222,0.637885658,3.130763869,1.355091808,2.279138672,0.612126564,259.4461731,3.01877536,1.405425664,6.743956304,1.519975853,0.228507258,34.54030492,0.79029944,0
3193,0.98,1.61,67.7,0.052,0.9986,3.2,0.69,15.0,3,1.89,M,*,1,0.0,0.842927803,0.643740642,3.936162873,1.465028938,4.949980581,3.108047395,113.8391791,3.079148867,110.8363847,18.32320014,2.279913779,-0.508516325,72.51640289,0.799436275,1
3194,-0.35,0.19,2.0,-0.023,0.99522,2.61,0.09,10.0,2,3.0,M,Desc,2,0.0,0.85296801,0.3269465,2.208452107,1.307294424,2.984982671,2.868974519,96.56842007,2.188639636,45.55099508,8.143834753,1.519975853,0.301072381,76.03356521,0.121940205,0
3195,0.26,0.61,1.9,0.066,1.00161,4.2,0.87,10.9,6,1.0,B,**,1,0.0,0.274794786,0.483836118,3.000860804,1.359838122,2.981991806,3.152674332,131.0818583,4.588486547,139.8221837,9.67563408,4.559727558,-9.210340372,0.819164614,0.513887734,1
3196,0.59,0.06,6.0,0.06,1.00515,3.41,-0.81,10.8,2,2.39,R,Desc,1,7.692307692,0.811669629,0.669453172,3.429540919,1.28967066,3.104617247,3.133548502,153.7868996,3.39610978,7.020650318,9.498919544,1.519975853,-0.062738577,62.34377331,0.838601448,0
3197,1.16,1.14,56.2,0.519,0.99516,3.35,0.51,15.2,2,4.28,M,*,1,0.0,0.591939838,0.041313409,4.16998839,1.418492981,4.606031175,4.596674506,96.28080942,3.305549519,86.60949705,18.8150647,1.519975853,0.795739743,17.63590827,-1.946622912,1
3198,0.23,-1.07,-82.1,0.034,0.99121,3.03,0.56,11.3,3,2.18,M,**,2,0.0,0.028952804,0.318047811,2.961889885,1.092543775,0.469665711,3.050669905,78.71578651,2.822561461,92.89422951,10.39877875,2.279913779,-0.226508937,0.000101132,0.094345564,1
3199,-0.48,1.66,-43.0,0.039,0.95321,3.85,3.38,12.2,3,3.67,R,**,3,0.0,0.946636268,0.650100738,2.039578122,1.469726008,1.639093691,3.066608097,5.045081294,4.060218359,1425.248278,12.12113046,2.279913779,0.589985103,115.3463839,0.809267659,1
3200,0.27,1.47,-22.8,-0.434,0.9934,3.15,1.16,15.8,3,5.36,M,Desc,3,0.0,0.620181074,0.043484385,3.013851111,1.451631088,2.2432483,1.558855155,88.12625184,3.003681983,198.0277778,20.32974605,2.279913779,1.080357201,21.25003392,-1.895410771,1
3201,0.02,-0.57,39.2,0.036,1.02731,3.88,-0.2,12.1,2,1.0,R,*,1,0.0,0.545136719,0.338639727,2.689093448,1.191937612,4.097584227,3.057045181,369.5699046,4.105498489,27.27610096,11.92324344,1.519975853,-9.210340372,12.68565782,0.157080216,1
3202,0.94,0.35,45.3,-0.006,0.99525,3.51,-0.19,10.7,4,2.85,M,Desc,1,0.0,0.090962784,0.6169652,3.884201647,1.328050923,4.280026956,2.923164371,96.71246679,3.547043548,27.79437434,9.32383366,3.039851705,0.22311684,0.009839648,0.756953127,0
3203,0.14,0.74,-96.2,0.298,0.9933,3.26,0.45,10.2,3,4.37,R,Desc,1,7.692307692,0.479015555,0.235769326,2.844977126,1.374929964,0.04795383,3.89220643,87.67903944,3.169709128,79.49504952,8.472834034,2.279913779,0.82280786,7.563035982,-0.204999861,1
3204,0.36,0.27,34.9,0.028,0.99186,2.17,-0.65,14.2,1,2.56,B,***,3,0.0,0.579889448,0.572211204,3.130763869,1.31779527,3.968977058,3.031544075,81.42601034,1.524531057,10.50328653,16.420888,0.760037926,0.052631894,16.24311325,0.681648946,1
3205,0.51,0.3,-27.7,0.645,1.00309,2.5,0.42,5.6,3,2.35,R,**,2,0.0,0.706124989,0.825677706,3.325618467,1.321669153,2.096695944,4.998316939,140.2443292,2.022612491,76.10687611,2.554047213,2.279913779,-0.091934577,35.71140344,1.048344122,1
3206,0.17,0.49,-8.6,-0.541,0.95383,3.09,0.51,10.2,5,3.16,R,***,1,0.0,0.454271446,0.264846849,2.883948046,1.345446702,2.667951044,1.217777851,5.378152427,2.913121722,86.60949705,8.472834034,3.799789632,0.37802794,6.117336308,-0.088703044,1
3207,1.03,0.45,6.2,0.071,1.01693,3.21,1.28,11.8,6,1.0,M,*,3,0.0,0.034324867,0.873850044,4.001114406,1.340545326,3.110598975,3.168612524,250.9916236,3.094242244,226.7867084,11.33935428,4.559727558,-9.210340372,0.00019972,1.105048251,0
3208,0.24,0.27,11.4,0.034,0.96721,3.42,-1.31,9.0,3,2.27,MM,*,3,0.0,0.830305673,0.571196187,2.974880191,1.31779527,3.266123924,3.050669905,17.45308882,3.411203157,1.405425664,6.596557518,2.279913779,-0.153015363,68.26957786,0.679873527,1
3209,0.59,0.42,45.1,0.086,0.99546,5.26,0.6,11.5,4,6.86,M,**,1,0.0,0.91773403,0.314249333,3.429540919,1.336833698,4.274045227,3.216427099,97.72531111,6.188384488,98.16336223,10.77012301,3.039851705,1.376026057,101.8918899,0.082330651,1
3210,0.25,0.35,2.4,-0.923,0.9947,3.03,0.34,10.5,3,2.59,MM,*,1,7.692307692,0.252426061,0.576543955,2.987870498,1.328050923,2.996946128,0.0001,94.09708308,2.822561461,67.60050812,8.978547851,2.279913779,0.071678299,0.583286882,0.689192337,1
3211,0.5,0.36,1.8,0.084,0.99704,1.16,0.3,14.3,5,2.44,R,*,2,0.0,0.144455598,0.918328491,3.31262816,1.329316297,2.979000942,3.210051822,105.6030832,0.0001,63.62525033,16.65297674,3.799789632,-0.027402908,0.06256888,1.154694503,1
3212,-0.555,0.27,-97.8,0.315,1.02799,2.46,-0.38,10.0,4,1.0,R,Desc,1,7.692307692,0.774153149,0.070743815,1.942150823,1.31779527,0.0001,3.946396282,378.579952,1.962238984,19.1272625,8.143834753,3.039851705,-9.210340372,51.5923087,-1.40876697,0
3213,0.91,0.49,-16.5,-0.272,0.9928,2.17,1.45,13.8,4,3.29,B,**,3,0.0,0.182717939,0.524015912,3.845230727,1.345446702,2.431672757,2.075252568,85.46845468,1.524531057,272.7539049,15.50881961,3.039851705,0.436467646,0.160143274,0.593663188,1
3214,0.3,-0.04,1.4,0.557,1.03133,2.95,-0.25,10.5,3,1.66,R,**,1,0.0,0.72439044,0.195068455,3.05282203,1.275605054,2.967037484,4.717804764,425.2501312,2.701814447,24.79259942,8.978547851,2.279913779,-0.807440008,39.55218893,-0.394501265,1
3215,0.26,-0.1,-61.7,0.455,0.99077,2.95,-0.5,12.2,4,5.2,R,**,2,7.692307692,0.909084122,0.379174749,3.000860804,1.266937125,1.079802048,4.392665652,76.91996755,2.701814447,14.81620326,12.12113046,3.039851705,1.042970962,98.10447719,0.270139912,1
3216,1.64,0.31,9.1,0.036,0.99216,3.01,0.31,9.0,3,1.2,B,****,3,0.0,0.522029821,0.165248807,4.793523103,1.32295291,3.197334043,3.057045181,82.70021595,2.792374708,64.6021689,6.596557518,2.279913779,-2.000846912,10.66779274,-0.560397529,1
3217,-0.66,-0.53,-52.8,-0.923,0.97492,3.85,0.2,9.4,1,1.0,M,Desc,1,0.0,0.196234988,0.74461816,1.805752605,1.198887639,1.34598898,0.0001,30.19836845,4.060218359,54.45389414,7.195924578,0.760037926,-9.210340372,0.213049304,0.945011449,1
3218,0.19,0.28,-22.9,0.042,0.98397,2.7,0.37,10.8,2,3.89,M,Desc,3,0.0,0.356997337,0.004011491,2.909928659,1.319090359,2.240257435,3.076171012,52.88160857,2.324480027,70.70202589,9.498919544,1.519975853,0.669158913,2.333327969,-4.278154372,1
3219,0.4,0.33,2.9,0.091,1.04515,3.02,-0.81,9.5,2,1.0,M,***,2,0.0,0.764425468,0.777013155,3.182725095,1.325509269,3.01190045,3.232365291,665.6148221,2.807468085,7.020650318,7.349837975,1.519975853,-9.210340372,49.0476759,0.987597057,1
3220,0.25,-0.64,13.7,0.04,0.97302,3.22,0.83,8.9,3,1.09,R,*,2,7.692307692,0.774274948,0.621244714,2.987870498,1.179474147,3.334913805,3.069795735,26.56224286,3.109335621,132.9401624,6.450787384,2.279913779,-2.798451144,51.62478402,0.763865552,1
3221,0.2,1.37,6.3,0.174,0.98982,3.25,1.71,14.4,4,2.17,MM,Desc,2,16.66666667,0.156574736,0.038669579,2.922918965,1.441829055,3.11358984,3.496939274,73.14755582,3.154615751,356.1418438,16.88669412,3.039851705,-0.235018555,0.08635629,-2.012753189,1
3222,0.24,0.34,4.7,0.04,0.95853,3.36,0.38,10.6,2,3.94,R,*,2,0.0,0.610357181,0.510125785,2.974880191,1.326781922,3.065736009,3.069795735,8.468573835,3.320642896,71.75919745,9.150376429,1.519975853,0.686311121,19.93528681,0.566798584,1
3223,0.13,0.38,1.1,-0.233,0.99112,5.18,-0.96,11.8,3,2.87,R,**,1,0.0,0.545639199,0.223831706,2.831986819,1.331836258,2.958064891,2.199570464,78.34592833,6.067637473,4.619946617,11.33935428,2.279913779,0.233868776,12.73249329,-0.256958801,1
3224,1.37,1.54,1.4,0.04,1.02163,3.12,-1.0,8.3,2,1.62,R,*,3,0.0,0.910240611,0.203488496,4.442784827,1.458376169,2.967037484,3.069795735,300.4446995,2.958401853,4.099969626,5.610368294,1.519975853,-0.869945899,98.60463581,-0.352242806,1
3225,0.05,-0.17,-49.9,-0.482,0.99182,3.07,0.23,8.9,3,1.83,R,*,3,0.0,0.117290027,0.149576167,2.728064367,1.256594322,1.432724047,1.405848514,81.25723558,2.882934969,57.09351073,6.450787384,2.279913779,-0.578300067,0.027196066,-0.660042663,1
3226,-0.58,1.1,10.1,0.053,0.96551,3.01,-1.11,10.4,1,1.59,R,Desc,2,0.0,0.516232604,0.815872918,1.909675057,1.414314857,3.227242687,3.111235034,15.29926703,2.792374708,2.894926182,8.808347926,0.760037926,-0.919530704,10.20177138,1.036398248,1
3227,0.26,0.3,-97.8,-0.276,0.98995,3.48,0.52,12.5,1,1.39,M,**,2,0.0,0.047365111,0.207873486,3.000860804,1.321669153,0.0001,2.062502015,73.6554039,3.501763417,87.84012279,12.72456344,0.760037926,-1.333377889,0.000723797,-0.330922854,1
3228,0.22,0.95,-25.6,-0.342,0.9975,2.4,1.89,9.1,3,1.29,R,**,2,0.0,0.020483224,0.736352601,2.948899578,1.398307615,2.159504096,1.852117884,107.9835773,1.871678723,424.1597865,6.743956304,2.279913779,-1.629512892,2.54e-05,0.933849013,1
3229,0.28,0.36,15.7,0.496,0.9893,2.48,0.39,12.4,3,1.53,M,**,3,0.0,0.244983229,0.253236843,3.026841417,1.329316297,3.394731093,4.523358824,71.14237972,1.992425737,72.82818044,12.52179046,2.279913779,-1.026747841,0.517480427,-0.133529205,1
3230,0.46,1.39,-39.7,0.051,0.98734,2.21,2.15,9.0,2,2.22,B,**,3,0.0,0.2346074,0.651239727,3.260666934,1.443805476,1.737792216,3.104859757,63.95274315,1.584904564,539.0499058,6.596557518,1.519975853,-0.193176629,0.435231119,0.81101814,1
3231,1.9,-0.99,1.0,0.05,0.9936,3.15,1.15,14.0,4,2.95,M,**,3,0.0,0.946386676,0.537022828,5.131271072,1.110313324,2.955074027,3.101672118,89.02580678,3.003681983,195.761449,15.9615965,3.039851705,0.27575647,115.2247841,0.61818164,1
3232,0.64,0.49,-22.3,0.033,0.98081,3.2,-0.51,7.8,4,3.09,M,**,2,0.0,0.236994099,0.796253376,3.494492452,1.345446702,2.258202622,3.047482266,43.86919228,3.079148867,14.4932627,4.954807005,3.039851705,0.34508608,0.453212777,1.012057155,1
3233,1.31,1.14,14.0,0.014,1.03227,2.27,-2.32,8.8,2,1.37,B,***,1,0.0,0.671563366,0.826640944,4.364842988,1.418492981,3.343886399,2.986917138,439.1295818,1.675464825,1e-16,6.306645904,1.519975853,-1.386001115,29.21665136,1.049510041,1
3234,0.42,0.09,1.6,-0.564,0.95098,3.9,0.79,11.4,1,1.64,B,**,2,16.66666667,0.870135227,0.546622963,3.208705708,1.293801917,2.973019213,1.144462169,3.973443933,4.135685243,126.3153715,10.58363655,0.760037926,-0.83820466,82.34188374,0.635900247,1
3235,0.3,0.36,11.0,0.089,0.99354,3.05,-1.25,9.4,4,1.05,B,*,1,7.692307692,0.619276874,0.327642476,3.05282203,1.329316297,3.254160467,3.225990014,88.75522062,2.852748215,1.770306845,7.195924578,3.039851705,-3.384925136,21.12638077,0.124066645,0
3236,1.99,1.63,5.0,0.482,1.02897,2.27,-0.8,12.8,2,1.0,R,**,1,0.0,0.48654908,0.13624606,5.248183831,1.466913182,3.074708603,4.478731887,391.8535833,1.675464825,7.208471785,13.3426543,1.519975853,-9.210340372,8.050141238,-0.753384451,1
3237,0.28,1.15,1.2,-0.037,0.96697,3.16,0.39,3.7,3,1.47,M,Desc,1,0.0,0.884946872,0.468277567,3.026841417,1.419531765,2.961055755,2.824347582,17.13602381,3.01877536,72.82818044,1.115024023,2.279913779,-1.146856511,88.09314124,0.481202847,0
3238,-1.12,0.27,53.7,-0.083,0.96889,2.94,1.58,15.4,3,2.2,M,*,3,16.66666667,0.218163149,0.122453222,1.208198506,1.31779527,4.531259565,2.677716217,19.79743746,2.68672107,312.3651534,19.31344387,2.279913779,-0.209703909,0.325451945,-0.860116067,1
3239,-0.96,0.49,2.0,0.414,1.011,2.66,-1.01,10.1,5,2.13,MB,**,2,0.0,0.140832793,0.939690145,1.41604341,1.345446702,2.984982671,4.261972479,197.6160527,2.26410652,3.977141375,8.307520067,3.799789632,-0.269800193,0.056525003,1.177689476,1
3240,0.67,0.27,2.9,0.039,0.96763,3.12,1.38,12.8,2,2.49,M,Desc,1,0.0,0.654819676,0.024978424,3.533463371,1.31779527,3.01190045,3.066608097,18.01851546,2.958401853,253.0540434,13.3426543,1.519975853,0.00672665,26.41011561,-2.449762962,0
3241,0.19,-0.12,15.9,0.038,0.99546,2.17,-0.76,10.7,2,4.1,B,***,1,0.0,0.234909103,0.862437359,2.909928659,1.264007885,3.400712822,3.063420458,97.72531111,1.524531057,7.997689259,9.32383366,1.519975853,0.739301053,0.437474112,1.091902017,1
3242,0.39,-0.03,-4.8,0.36,1.01505,3.12,0.5,14.9,2,1.85,R,*,2,7.692307692,0.128672574,0.80740414,3.169734789,1.277032652,2.781603891,4.089840008,233.0271676,2.958401853,85.39184747,18.07971084,1.519975853,-0.554493613,0.039390044,1.025964007,1
3243,0.84,1.93,-38.1,-0.201,0.9971,3.54,0.58,9.3,3,2.84,M,**,3,0.0,0.937416192,0.012923491,3.754298582,1.494343417,1.785646046,2.301574892,105.9113285,3.592323678,95.50154369,7.043639834,2.279913779,0.217697207,110.9178634,-3.108646916,0
3244,0.22,0.26,52.7,-0.049,0.9917,1.92,-0.78,10.5,2,1.3,R,***,1,0.0,0.564884481,0.026626348,2.948899578,1.316496351,4.501350921,2.786095921,80.75248524,1.147196637,7.595394882,8.978547851,1.519975853,-1.595628345,14.62608829,-2.385879555,1
3245,0.26,0.34,-20.5,0.05,0.9937,3.19,0.7,11.5,3,3.03,B,****,3,0.0,0.22075788,0.68681173,3.000860804,1.326781922,2.312038181,3.101672118,89.47815802,3.06405549,112.316604,10.77012301,2.279913779,0.3159599,0.341212383,0.864200355,1
3246,0.88,0.3,-60.8,0.27,0.99225,3.23,0.69,10.9,1,3.71,R,***,1,0.0,0.273733165,0.712239126,3.806259808,1.321669153,1.106719828,3.802952556,83.08537719,3.124428997,110.8363847,9.67563408,0.760037926,0.604854447,0.806579655,0.900553738,1
3247,0.36,1.2,1.4,0.922,0.9936,3.21,-1.36,3.2,2,6.07,MM,Desc,2,0.0,0.206305451,0.423817927,3.130763869,1.424691781,2.967037484,5.881292763,89.02580678,3.094242244,1.147137895,0.834052878,1.519975853,1.231221207,0.260262034,0.381446071,1
3248,0.46,0.26,7.2,0.522,0.99509,4.45,0.55,13.9,2,1.55,R,***,3,0.0,0.996322134,0.618932297,3.260666934,1.316496351,3.140507619,4.606237422,95.94607618,4.965820967,91.61077724,15.73439373,1.519975853,-0.989716722,141.5367435,0.760136388,1
3249,1.12,-1.47,-3.3,-0.36,1.02278,2.85,0.5,15.7,3,1.51,M,Desc,3,0.0,0.729537204,0.625905148,4.118027164,0.987233405,2.826466857,1.794740393,313.582896,2.550880679,85.39184747,20.07322752,2.279913779,-1.065203173,40.688269,0.771339296,1
3250,0.74,1.84,7.9,-0.174,0.9947,3.64,0.56,9.6,2,2.37,M,Desc,3,0.0,0.151872743,0.020492794,3.624395517,1.486273024,3.16144367,2.387641127,94.09708308,3.743257446,92.89422951,7.505380025,1.519975853,-0.07723003,0.076441924,-2.647682856,0
